draw,area_baseline,area_neutralized,memory_attributable_area,multiplier_gain,multiplier_w_g,multiplier_w_alpha,multiplier_w_m,multiplier_w_l,multiplier_w_c,multiplier_threshold,multiplier_tau_m,multiplier_tau_l,multiplier_tau_c,multiplier_delta_m,multiplier_decay_l,multiplier_consolidate_c,multiplier_recover_c
42,0.5011667463811312,0.04831690270889435,0.4528498436722369,1.1643311867637294,0.9814457636058483,0.9612133976165853,0.8159415291735053,0.8465203184130994,1.169355206774789,0.929215938365895,0.939947311886906,0.8664067370883033,0.939175491311143,1.1387907876059096,0.9193018310111155,1.1332443412445714,0.8461437906866834
43,0.501246670859531,0.11371386501442891,0.3875328058451021,1.176901044959534,1.1690200959474701,1.0918059184993218,1.0475461476198062,1.1756577952187723,0.9709241563163103,0.9330137371687404,1.0634906175125323,1.1139136801622989,0.9888020978289924,0.997722109805839,0.815350311465046,0.9945080833350486,1.0322503779222985
44,0.4939370716092143,0.014791984470421063,0.4791450871387932,0.8849958329483564,1.0771145000610778,0.8530217402532675,1.0460602270583457,0.9136132936040807,1.1295982038494878,0.9697850729181132,0.8828951457567852,0.9792211052257673,1.1032462621309447,0.8012492074112411,0.8847615629053424,1.0839239010235302,0.8817948975608522
45,0.5497003024413525,0.01630261137183052,0.533397691069522,0.8672337888532986,1.1190779505793054,0.8452700648748586,1.156314363024016,0.9592803961623462,1.1657626976280284,1.067306478015658,0.8539747992884201,0.8601460467776381,0.9527666308750216,0.8676191459384704,1.0432279486934761,1.0512489061351775,0.9778434631599016
46,0.6787582123244668,0.13785698372932667,0.5409012285951401,1.1330506260211688,1.1927055747765147,0.9041154108192654,0.9458168132117226,1.120692641401634,0.950227919087344,1.197510696195071,0.973523962455083,0.9455765909073937,1.180713318091828,1.1155533516049563,0.9072375891888708,1.1142002266035254,0.9580993757346992
47,0.6271893620612665,0.04679266813265981,0.5803966939286067,1.0242907196942208,1.0903037273295908,0.8967344346983038,0.9872853753308429,1.140501042201136,1.0412075584616334,1.1316867852871026,1.1909639423654916,1.1883348520834636,0.844931650893413,0.8708483702469579,1.0127525285277337,1.172079311579921,1.0211550533539977
48,0.6076462600022263,0.058617031636673714,0.5490292283655526,1.1582777942642164,1.001761225330922,0.833889288435691,0.8499051361709462,1.02914172640903,1.1361333394025814,0.9630164013313138,0.8456535877988216,1.0446627853625166,0.8304039869791514,1.1007118760825545,1.0823566451022568,0.8021864531213015,0.9304723651320513
49,0.4048661471723221,0.011178285201784748,0.39368786197053734,0.8345262940540193,1.1153394068424813,1.074670065867825,1.1221840528848175,1.0449803798133988,1.117773822523712,0.9655341190570697,1.0131409859715157,0.8568676841271201,0.8975332525485252,0.9189262577471479,0.8424953737019498,0.804664629913607,0.924048006544091
50,0.515686044642642,0.015832664384804015,0.499853380257838,0.894625818990088,1.0793767386621715,0.9344853006324292,1.0112765463796738,1.1292173003191392,1.1859419259170423,0.9929012780137495,1.1942778499626578,0.9723844130807944,0.8285217838271972,0.9211096196146377,0.8312452524982488,0.9952484200194409,1.09664937319162
51,0.6453338569235401,0.04989551725314201,0.595438339670398,1.1462713752698943,1.0152607839772632,0.8984569169056654,0.8358869727308418,1.1612364079282456,1.1880290017255473,1.1644662815406357,1.111876218771035,1.199790844758735,0.978588251774517,0.8933360445528574,1.1517274222484835,1.1927344922794436,0.9675901763513465
